systemstop,objectid,street,routesstpg,public_nam,point_x,point_y
9364,5796,87TH STREET,87,87th Street & Kilpatrick,-87.73853871,41.73444477
10521,5797,GARFIELD,55,Garfield & Oakley,-87.680817,41.793412
18,5798,JACKSON,126,Jackson & Kilbourn,-87.73761421,41.87688572
2789,5799,79TH STREET,79,79th Street & Woodlawn,-87.59559057,41.75132143
6993,5800,104TH STREET,71,104th Street & Muskegon,-87.55522823,41.70632202
9852,5801,DEVON,88,Devon & Odell/Avondale,-87.810482,41.997065
55,5802,JACKSON,126,Jackson & Ashland,-87.66689065,41.87755467
4587,5803,55TH STREET,"55A,55N",55th Street & Cicero,-87.74218031,41.79292411
14514,5804,CHICAGO,66,Chicago & Kostner,-87.73579797,41.89511202
16015,5805,IRVING PARK,80,Irving Park & Lavergne,-87.7520163,41.95326677
9183,5806,51ST STREET,51,51st Street & Wells,-87.63216901,41.80172949
9276,5807,BELMONT,77,Belmont & Leavitt,-87.68335407,41.93946318
3622,5808,HOWARD,97,Howard & California/Dodge,-87.69930843,42.0192656
3732,5809,LAWRENCE,81,Lawrence & Cicero,-87.74795403,41.96795547
1333,5810,FULLERTON,74,Fullerton & Western,-87.6878182,41.92480595
8165,5811,47TH STREET,47,47th Street & Laflin,-87.66261609,41.80857956
4791,5812,FOSTER,92,Foster & Clark,-87.66860348,41.97612684
9163,5813,51ST STREET,51,51st Street & Western Boulevard,-87.68335737,41.80105538
3477,5814,95TH STREET,95,95th Street & Leavitt,-87.67706988,41.7211313
5730,5815,IRVING PARK,80,Irving Park & Austin,-87.77664232,41.95315489
11415,5816,MONTROSE,78,Montrose & Austin,-87.77683768,41.96042014
1108,5817,ADAMS,"1,7,28,126,130,134,135,136,151,156",Adams & S. Wacker,-87.636542,41.8794
14569,5818,DIVISION,70,Division & Western,-87.68716682,41.90313458
2845,5819,115TH STREET,115,115th Street & Indiana,-87.61793803,41.68543264
15814,5820,MONTROSE,78,Montrose & Sheridan,-87.65463061,41.96184159
9317,5821,BELMONT,77,Belmont & Milwaukee,-87.72375775,41.93921853
9505,5822,87TH STREET,87,87th Street & Ashland,-87.66288556,41.73590429
4679,5823,63RD STREET,63W,63rd Street & Oak Park,-87.79085713,41.7776022
2075,5824,DIVISION,70,Division & Kedzie,-87.70689218,41.90298545
88,5825,VAN BUREN,126,Van Buren & Halsted,-87.647048,41.876726
11486,5826,PETERSON,84,Peterson & Western,-87.68940497,41.99061352
14766,5827,MADISON,20,Madison & Homan,-87.71123771,41.88099362
10842,5828,71ST STREET,71,71st Street & St. Lawrence,-87.610258,41.765858
341,5829,ROOSEVELT,12,Roosevelt & Paulina,-87.66879274,41.86702876
15986,5830,FULLERTON,74,Fullerton & Lavergne,-87.75159692,41.92427086
8010,5831,43RD STREET,43,43rd Street & LaSalle,-87.62955913,41.81651504
348,5832,ROOSEVELT,12,Roosevelt & Western,-87.68585449,41.86671595
3810,5833,LAWRENCE,81,Lawrence & Pulaski,-87.72790766,41.96831306
5391,5898,STATE,36,State & Bellevue,-87.628268,41.901755
7104,5899,STONY ISLAND,28,Stony Island & 91st Street,-87.58488475,41.72954961
15533,5900,HOWARD,11,Howard & Kedzie,-87.70897655,42.01903434
10194,5901,67TH STREET,"N5,67",67th Street & Dorchester,-87.59172048,41.77322081
3442,5902,63RD STREET,63,63rd Street & Cottage Grove (Green Line),-87.606056,41.780348
10998,5903,DIVERSEY,76,Diversey & Pulaski,-87.72713899,41.93171647
894,5904,NORTH AVENUE,72,North Ave & Western,-87.68743416,41.91020502
8141,5905,47TH STREET,47,47th Street & Archer,-87.71460851,41.80792939
12578,5906,ADDISON,152,Addison & Kedzie,-87.70769128,41.94669988
7642,5907,35TH STREET,35,35th Street & Wallace,-87.64111788,41.83088371
10906,5908,74TH STREET,"75,94",74th Street & Damen,-87.67323914,41.759391
1255,5909,FULLERTON,74,Fullerton & Hamlin,-87.72190277,41.9246511
7143,5910,47TH STREET,47,47th Street & Ellis,-87.60153269,41.80964825
10816,5911,73RD STREET,71,73rd Street & Yates,-87.56628,41.762682
15090,5912,MADISON,20,Madison & Wood,-87.67192275,41.88146205
5004,5913,ONTARIO,"2,157",Ontario & Fairbanks,-87.620578,41.893445
3291,5914,63RD STREET,63W,63rd Street & Central,-87.7615103,41.77813199
5676,5915,IRVING PARK,"80,X9",Irving Park & Sheridan,-87.65434308,41.95455981
6841,5916,16TH STREET,18,16th Street & Kostner,-87.73460825,41.85880955
11082,5917,DIVERSEY,76,Diversey & Kilbourn,-87.73919518,41.93176906
5491,5918,MILWAUKEE,56,Milwaukee & Thomas,-87.66406232,41.90166571
9032,5919,PULASKI,53,Pulaski & West End,-87.72584445,41.88344504
4431,5920,ARCHER,"39,62",Archer & Oakley,-87.68153285,41.82787514
8817,5921,DAMEN,50,Damen & Ainslie,-87.67931,41.970651
456,5922,MADISON,20,Madison & Jefferson,-87.64283539,41.88191463
10876,5923,75TH STREET,75,75th Street & Cottage Grove,-87.60520987,41.75865817
5201,5924,STONY ISLAND,"6,15,28",Stony Island & 63rd Street,-87.58656124,41.78040204
14624,5925,PULASKI,53,Pulaski & Fullerton,-87.72689274,41.92426741
14952,5926,COTTAGE GROVE,4,Cottage Grove & 81st Street,-87.60502247,41.74793676
1902,5927,CLARK,"22,36",Clark & Burton,-87.63145832,41.90934263
11575,5928,CENTRAL,"12,85",Central & Harrison Terminal,-87.76480172,41.87256595
8739,5929,DAMEN,48,Damen & 51st Street,-87.674365,41.801125
5469,5930,MILWAUKEE,56,Milwaukee & Sacramento,-87.70264757,41.9260581
14553,5931,COTTAGE GROVE,"4,115",Cottage Grove & 107th Street,-87.60805277,41.70020367
6233,5932,ASHLAND,"9,X9",Ashland & Harrison,-87.66643877,41.87401398
8788,5933,DAMEN,48,Damen & 69th Street,-87.67372222,41.76854879
8989,5934,PULASKI,53,Pulaski & Montrose,-87.72792749,41.96103424
7141,5935,47TH STREET,47,47th Street & Woodlawn,-87.59672967,41.80971977
3205,5936,STONY ISLAND,63,Stony Island & 63rd/64th,-87.5865507,41.77978687
8796,5937,DAMEN,48,Damen & 78th Street,-87.673251,41.752062
7273,5938,EWING,"26,30",Ewing & 105th Street,-87.535395,41.70478
8838,5939,DAMEN,50,Damen & George,-87.67827389,41.9341525
8843,5940,DAMEN,50,Damen & Dickens,-87.677756,41.919648
9858,5941,HARLEM,88,Harlem & Thorndale,-87.806939,41.988768
7060,5942,S. SHORE DRIVE,"N5,6,26,71",S. Shore Drive & Cheltenham,-87.54948491,41.75325773
12877,5943,PULASKI,53A,Pulaski & 93rd Street,-87.72158997,41.7241752
9545,5944,NAGLE,86,Nagle & Berwyn,-87.78792049,41.97735638
9895,5945,NORTHWEST HWY,68,Northwest Hwy & Naper,-87.793202,41.9891
5802,5946,HALSTED,"8,18,N62",Halsted & Maxwell,-87.646909,41.864847
1784,5947,CLARK,22,Clark & Greenleaf,-87.674305,42.010272
5169,5948,RACINE,44,Racine & 56th Street,-87.65491303,41.79247167
2234,5949,KING DRIVE,3,King Drive & 66th Street,-87.615562,41.774633
15982,5950,STATE,29,State & Marquette Rd,-87.62535294,41.77345849
3348,5951,65TH STREET,165,65th Street & Harlem,-87.80062386,41.77377973
1778,5952,DEVON,155,Devon & Albany,-87.70680037,41.99746293
11481,5953,PETERSON,84,Peterson & Wolcott,-87.67626363,41.99081506
17107,5954,63RD STREET,63W,63rd Street & Mobile,-87.77890677,41.77777606
380,5955,ROOSEVELT,12,Roosevelt & 54th Avenue,-87.75926107,41.86576771
130,5956,JACKSON,126,Jackson & Springfield,-87.72332492,41.8771684
7313,5957,132ND STREET,30,132nd Street & Carondolet,-87.54940969,41.65556317
15317,5958,EMERSON,205,Emerson & Dodge,-87.69954763,42.0521747
12071,5959,LUNT,96,Lunt & Bell,-87.68591975,42.00885994
6411,5960,26TH STREET,60,4537 W 26th Street,-87.73738843,41.84411665
2680,5834,79TH STREET,79,79th Street & Columbus (Southwest Hwy.),-87.70301818,41.74990257
77,5835,ADAMS,"1,7,28,126,151",Adams & Wabash,-87.625884,41.879575
4827,5836,FOSTER,92,Foster & Pulaski,-87.72805667,41.97559289
10081,5837,67TH STREET,"N5,67",67th Street & Cottage Grove,-87.60559857,41.77321238
16028,5838,GRAND,"29,65",Grand & Rush,-87.6256301,41.89177539
16050,5839,HALSTED,8,Halsted & 31st Street,-87.64618923,41.83821788
11239,5840,HOMAN,82,Homan & Lake,-87.71100261,41.8845329
8907,5841,DAMEN,50,Damen & Harrison,-87.67635066,41.8739498
14910,5842,HALSTED,8,Halsted & Wellington,-87.64905179,41.93660497
12994,5843,59TH STREET,59,59th Street & Wentworth,-87.63010764,41.78717426
11275,5844,KIMBALL,82,Kimball & Irving Park,-87.71275718,41.95375578
14497,5845,HALSTED,"8A,108",Halsted & 103rd Street,-87.64270871,41.70707195
8427,5846,WESTERN,49,Western & Wilson,-87.68864154,41.96477771
9645,5847,AUSTIN,91,Austin & Cortland,-87.7753051,41.91416854
7504,5848,31ST STREET,31,31st Street & Giles,-87.61958276,41.83849459
4672,5849,NARRAGANSETT,55N,Narragansett & 60th Street,-87.781538,41.783249
10262,5850,CICERO,54,Cicero & 19th Street,-87.74445339,41.85486729
5445,5851,MILWAUKEE,56,Milwaukee & Kenton,-87.74278564,41.95052869
12102,5852,YATES,100,9800 S Yates,-87.56469075,41.71704399
3594,5853,NILES CENTER,97,Niles Center & Lincoln,-87.75446991,42.02812576
16025,5854,CHERRY,132,Cherry & Division,-87.65408947,41.90339724
9843,5855,TALCOTT,88,Talcott & Oketo,-87.81324979,41.98889559
7288,5856,AVENUE O,30,11731 S Avenue O,-87.54024406,41.68232367
8181,5857,47TH STREET,47,47th Street & Indiana,-87.62132895,41.80923746
1309,5858,FULLERTON,74,Fullerton & Kilbourn,-87.73908742,41.92425217
3440,5859,63RD STREET,"N4,63",63rd Street & St. Lawrence,-87.61089338,41.78026229
512,5860,CHICAGO,66,Chicago & Menard,-87.770295,41.894724
15211,5861,95TH STREET,N9,95th Street & Ashland,-87.6623151,41.7211182
4788,5862,FOSTER,"50,92",Foster & Ravenswood,-87.67494662,41.97606648
10983,5863,DIVERSEY,76,Diversey & Long,-87.761429,41.931282
11462,5864,PETERSON,84,Peterson & Ridge,-87.672213,41.990694
15381,5865,FOSTER,92,Foster & California,-87.69873942,41.97575001
1350,5866,WEBSTER,"11,74",Webster & Halsted,-87.64843139,41.92176334
11679,5867,LEHIGH,85A,Lehigh & Central,-87.76465465,41.99521473
11431,5868,CALDWELL,84,Caldwell & Lenox,-87.75632867,41.99237368
14771,5869,CICERO,54,Cicero & Belmont,-87.7470244,41.93863133
9586,5870,AUSTIN,91,Austin & Bloomingdale,-87.775418,41.912973
1500,5871,LINCOLN,11,Lincoln & Whipple,-87.70545115,41.98937717
8794,5872,DAMEN,48,Damen & 76th Street,-87.673348,41.75573
9897,5873,NORTHWEST HWY,68,Northwest Hwy & Nettleton,-87.797001,41.991299
10202,5874,CICERO,"54,54A",Cicero & Belle Plaine,-87.74749371,41.95555334
15300,5875,HOMAN,82,Homan & Fillmore,-87.71067144,41.86792146
9019,5876,PULASKI,53,Pulaski & Grand,-87.72651165,41.90635772
2831,5877,COTTAGE GROVE,"4,115",Cottage Grove & 105th Street,-87.607407,41.703981
10037,5878,KEDZIE,52A,Kedzie & 94th Street,-87.70205765,41.72282083
1456,5879,LINCOLN,37,Lincoln & Dickens/Cleveland,-87.6408543,41.91999329
1607,5880,MICHIGAN,"1,4",Michigan & 31st Street,-87.62359131,41.83819038
1853,5881,CLARK,22,Clark & Oak,-87.631426,41.900657
8587,5882,EAST RIVER RD,81W,East River Rd & Carmen,-87.84658292,41.97130272
11342,5883,MONTROSE,78,Montrose & Sacramento,-87.70345452,41.96115477
6304,5884,26TH STREET,60,26th Street & Kostner,-87.73441593,41.84404842
6312,5885,26TH STREET,60,26th Street & Central Park,-87.714897,41.844322
14484,5886,JACKSON,"126, 755",Jackson & Clinton,-87.64115218,41.87795113
1315,5887,FULLERTON,74,Fullerton & Pulaski,-87.72695688,41.92435352
6726,5888,SEDGWICK,37,Sedgwick & Menomonee,-87.638616,41.914609
11762,5889,NARRAGANSETT,86,Narragansett & Irving Park,-87.78646216,41.952816
1398,5890,LINCOLN,11,Lincoln & Wrightwood/Sheffield,-87.65416453,41.92911956
14829,5891,KIMBALL,82,Kimball & Armitage,-87.71199094,41.91718231
12033,5892,KEDZIE,11,Kedzie & Pratt,-87.70921769,42.00457457
1693,5893,WESTERN,49B,Western & Jarvis,-87.690277,42.015981
1871,5894,CLARK,"22,24,130",Clark & Van Buren,-87.63084339,41.87664451
15556,5895,PULASKI,53,Pulaski & 15th Street,-87.72493401,41.86090456
14436,5896,CLARK,22,Clark & Pratt,-87.67305744,42.00548318
4635,5897,WELLS,37,Wells & Adams,-87.633809,41.879472
13019,5522,61ST STREET,59,61st Street & Kenwood,-87.59325654,41.78414122
11020,5523,DIVERSEY,76,1761 W Diversey,-87.67349187,41.93226425
3564,5524,DEMPSTER,"54A,97",Dempster & Bronx,-87.75082674,42.04072068
3612,5525,OAKTON,97,3450 W Oakton,-87.714694,42.026198
1754,5526,MORSE,"96,155",Morse & Glenwood (Red Line),-87.66563004,42.0078605
873,5527,NORTH AVENUE,72,North Ave & Kilbourn,-87.738706,41.909622
10269,5528,CICERO,60,Cicero & 24th Place Terminal,-87.74469467,41.84642115
12898,5529,PULASKI,"53A,103",Pulaski & 102nd Street,-87.7207303,41.70747322
14568,5530,AUSTIN,91,Austin & Melrose,-87.7761964,41.93942297
6342,5531,RACINE,60,Racine & 13th Street,-87.656558,41.865133
12923,5532,PULASKI,53A,Pulaski & 64th Street,-87.72248793,41.77672228
3578,5533,SKOKIE BLVD,"54A,97,205",Skokie Blvd & Golf Road,-87.74699333,42.05467333
15246,5534,47TH STREET,"47,48",47th Street & Damen,-87.67535105,41.80856164
3224,5535,63RD STREET,63,63rd Street & Indiana,-87.620183,41.780198
252,5536,HARRISON,7,Harrison & Central,-87.76447722,41.87292396
3464,5537,95TH STREET,"N9,95",95th Street & Vincennes,-87.65110893,41.72146886
1272,5538,FULLERTON,74,Fullerton & Long,-87.76098227,41.92413036
10591,5539,GARFIELD,55,Garfield & Princeton,-87.63335232,41.7945694
2616,5540,79TH STREET,79,79th Street & Jeffery,-87.57587044,41.75167521
9219,5541,51ST STREET,51,51st Street & California,-87.69381088,41.80105905
6872,5542,CERMAK,21,Cermak & Rockwell,-87.69037305,41.85205233
3794,5543,LAWRENCE,81,Lawrence & Western,-87.68868597,41.96870994
15329,5544,79TH STREET,79,79th Street & Racine,-87.65398752,41.75056364
344,5545,ROOSEVELT,12,Roosevelt & Damen,-87.67595278,41.86693534
4801,5546,FOSTER,92,Foster & Ashland,-87.66941228,41.97623567
8075,5547,47TH STREET,47,47th Street & Wallace,-87.64047484,41.80902481
606,5548,CHICAGO,66,Chicago & Franklin (Brown line),-87.63553437,41.89666896
2105,5549,95TH STREET,"3,N5,95,100,115",95th Street & King Drive,-87.613967,41.721997
15457,5550,47TH STREET,"44,47",47th Street & Halsted,-87.64595746,41.80894882
1227,5551,FULLERTON,74,Fullerton & Racine,-87.658338,41.925372
3246,5552,63RD STREET,63,63rd Street & Ashland (Green Line),-87.66459894,41.77952869
15447,5553,PULASKI,53,Pulaski & Carroll,-87.72574789,41.88676345
10074,5554,67TH STREET,"N5,67",67th Street & Woodlawn,-87.59589935,41.77329511
660,5555,CHICAGO,66,Chicago & Lockwood,-87.75796488,41.89500135
6851,5556,CERMAK,21,Cermak & Union,-87.64460205,41.8527397
10075,5557,67TH STREET,"N5,67",67th Street & Minerva,-87.59715915,41.77328528
462,5558,MADISON,20,Madison & Throop,-87.659483,41.88164
10374,5559,73RD STREET,54B,73rd Street & Lockwood,-87.7534843,41.76012091
7263,5560,EWING,"26,30",Ewing & 95th Street,-87.5367589,41.72307249
8390,5561,WESTERN,49,Western & Augusta,-87.68681288,41.89955814
8371,5562,WESTERN,49,Western & Polk,-87.68601248,41.8711299
2507,5563,COTTAGE GROVE,4,Cottage Grove & 51st Street,-87.60629813,41.80247747
4570,5564,AUSTIN,55A,Austin & 63rd Street,-87.771418,41.777769
1680,5565,WESTERN,49B,Western & Albion,-87.68988816,42.00129561
8735,5566,DAMEN,48,Damen & Garfield,-87.67420671,41.7941033
15195,5567,71ST STREET,"67,94",71st Street & Sacramento,-87.69742593,41.7644038
2499,5568,COTTAGE GROVE,"2,4",Cottage Grove & 58th Street,-87.60602334,41.78939857
14748,5569,KEDZIE,11,Kedzie & Birchwood,-87.70859812,42.01723777
6769,5570,18TH STREET,18,18th Street & Carpenter,-87.653405,41.857935
268,5571,ROOSEVELT,12,Roosevelt & Kilbourn,-87.73749989,41.8659273
12963,5572,59TH STREET,59,59th Street & Homan,-87.70829435,41.78610342
6305,5573,26TH STREET,60,26th Street & Kildare,-87.731945,41.844076
7172,5574,47TH STREET,47,1240 E 47th Street,-87.59513237,41.80958523
11003,5575,DIVERSEY,76,Diversey & St. Louis,-87.7148247,41.93187381
1743,5576,DEVON,"36,151,155",Devon & Lakewood,-87.66318275,41.99809112
4697,5577,PULASKI,53A,Pulaski & 99th Street,-87.72093895,41.71300849
9124,5578,PULASKI,53,Pulaski & Barry,-87.72702283,41.93716433
5387,5579,STATE,36,State & Chicago (Red Line),-87.62810328,41.89654824
12589,5580,ADDISON,152,Addison & Keeler,-87.73214334,41.94637704
3631,5581,HOWARD,"97,201,206",Howard & Damen,-87.68054061,42.01936686
9437,5582,87TH STREET,87,87th Street & South Chicago,-87.56583847,41.73712848
3467,5583,95TH STREET,"N9,95",95th Street & Loomis,-87.657567,41.721337
17264,5584,47TH STREET,47,47th Street & Homan,-87.70875897,41.80811295
6815,5585,18TH STREET,18,18th Street & Ashland,-87.66595914,41.85786852
4095,5586,CORTLAND,73,Cortland & Elston,-87.666331,41.916536
12605,5587,ADDISON,152,Addison & Menard,-87.7715173,41.94589257
12556,5588,ADDISON,152,Addison & Racine,-87.65903679,41.94721081
613,5589,CHICAGO,66,Chicago & Halsted,-87.64817713,41.89651
2063,5590,DIVISION,70,Division & Damen,-87.67692174,41.90327154
4536,5591,ARCHER,"62,62H",Archer & Nashville,-87.78657112,41.79236585
603,5592,CHICAGO,66,Chicago & Clark,-87.63105944,41.89669704
5691,5593,IRVING PARK,80,Irving Park & Western,-87.68822421,41.95413382
5513,5594,COLUMBUS,"N66,124",Columbus & Illinois,-87.620364,41.891156
14223,5595,WACKER (upper),"134,135,136",Wacker (Upper) & State,-87.6276223,41.88674638
17480,5596,BELMONT,77,Belmont & Sayre,-87.80084288,41.93802235
15688,5597,MONTROSE,78,Montrose & Cicero,-87.74790899,41.96079454
12351,5598,ASHLAND,9,Ashland & Marquette Rd,-87.66389004,41.7723995
3076,5599,KEDZIE,52,Kedzie & 43rd Street,-87.70434882,41.81552256
4843,5600,MILWAUKEE,"68,85,85A,92",Milwaukee & Carmen/NW Highway,-87.76547502,41.97295095
14096,5601,PAULINA,22,Paulina & Howard Terminal,-87.67316244,42.01896555
1968,5602,CLARK,22,Clark & Jarvis,-87.675138,42.01595
8323,5603,WESTERN,"49,X49",Western & 63rd Street,-87.68342317,41.77903606
1936,5604,CLARK,"22,78",Clark & Wilson,-87.66662495,41.96517551
7015,5605,EXCHANGE,"N5,26,71",Exchange & 83rd Street,-87.55256077,41.74452381
11291,5606,KIMBALL,82,Kimball & Bryn Mawr,-87.713663,41.982919
6681,5607,WESTERN,"49,X49,157",Western & Roosevelt,-87.68590317,41.86647638
8339,5608,WESTERN,"48,49,X49",Western & 47th Street,-87.68432711,41.80834544
9073,5609,PULASKI,53,Pulaski & Cermak,-87.7246531,41.85188676
5407,5610,BROADWAY,36,Broadway & Halsted,-87.64948258,41.95117166
9177,5611,51ST STREET,51,51st Street & Morgan,-87.65038001,41.80144552
12125,5612,103RD STREET,103,103rd Street & Central Park,-87.71117097,41.70595789
12523,5613,ADDISON,152,Addison & California,-87.698134,41.946624
1972,5614,DIVISION,70,Division & Menard,-87.770614,41.902009
3047,5615,KEDZIE,52,Kedzie & Roosevelt,-87.70577397,41.86660037
14555,5616,WESTERN,"49,X49",Western & Cermak,-87.68575573,41.85182451
2304,5617,STATE,29,State & 59th Street,-87.625407,41.78712
6147,5618,ASHLAND,"9,X9",Ashland & 95th Street,-87.66254275,41.72148268
5297,5619,JEFFERY,"J14,15",Jeffery & 81st Street,-87.57579662,41.74805245
5432,5620,BROADWAY,36,Broadway & Granville,-87.66029552,41.99443569
14579,5621,WESTERN,"49,X49",Western & 43rd Street,-87.68451358,41.81578807
12602,5622,ADDISON,152,Addison & Linder,-87.76422928,41.94593366
2681,5623,79TH STREET,79,79th Street & Spaulding,-87.704652,41.749867
2925,5624,111TH STREET,111,111th Street & Bishop,-87.65840651,41.6922366
10579,5625,55TH STREET,55,55th Street & Payne Drive,-87.60725116,41.79504912
221,5626,HARRISON,7,Harrison & Maplewood,-87.690493,41.873913
12373,5627,111TH STREET,112,Mt. Greenwood Cemetery,-87.69288262,41.6917317
3797,5628,LAWRENCE,81,Lawrence & Washtenaw,-87.69615238,41.96866297
9746,5629,LAWRENCE,81W,Lawrence & Opal,-87.82259808,41.96702744
10368,5630,76TH FORD C.DR,54B,76th Ford City Dr & Cicero,-87.74120545,41.75443827
11098,5631,DIVERSEY,76,Diversey & Meade,-87.77829434,41.93117192
12559,5632,ADDISON,152,Addison & Greenview,-87.66633777,41.9470931
10103,5633,69TH STREET,67,69th Street & Throop,-87.65653461,41.76871872
11404,5634,MONTROSE,78,Montrose & Lamon,-87.749813,41.960749
13074,5635,59TH STREET,59,59th Street & Campbell,-87.68614259,41.7865822
5453,5636,MILWAUKEE,56,Milwaukee & Kedvale,-87.73122658,41.94353135
12832,5637,PULASKI,53A,Pulaski & 32nd Street,-87.724375,41.835138
7315,5638,EXCHANGE,30,Exchange & 131st Street,-87.55187987,41.65732111
7212,5639,WOODLAWN,106,Woodlawn & 103rd Street,-87.59398964,41.70838543
3675,5640,HALSTED,8A,Halsted & 82nd Street,-87.64379295,41.74513466
1653,5641,S HYDE PARK,"6,28",5440 S S Hyde Park,-87.5840437,41.79676417
8800,5642,DAMEN,48,Damen & 82nd Street,-87.673043,41.744803
10300,5643,CICERO,54,Cicero & Huron,-87.74566,41.893076
7621,5644,MICHIGAN,"34,103,106,119",Michigan & 98th Street,-87.62033295,41.71628358
